Year,Neighborhood,Case_Count,Median_Latitude,Median_Longitude
2012,Northern Waterfront,44,37.79953003,-122.40105438
2012,Oceanview,591,37.71529007,-122.45609283
2012,Outer Mission,569,37.70967865,-122.45767212
2012,Outer Richmond,1341,37.77852631,-122.48808289
2012,Outer Sunset,1742,37.75730515,-122.49634933499999
2012,Pacific Heights,524,37.79129219,-122.42928314
2012,Panhandle,566,37.77457428,-122.4430542
2012,Parkmerced,9,37.71717453,-122.48105621
2012,Parkside,489,37.74222183,-122.48957825
2012,Parnassus Heights,72,37.76523209,-122.45449829
2012,Peralta Heights,193,37.74736786,-122.40696716
2012,Polk Gulch,452,37.79281235,-122.420398715
2012,Portola,1833,37.72883606,-122.40621185
2012,Potrero Hill,602,37.75509644,-122.401592255
2012,Presidio Heights,77,37.78759384,-122.45011902
2012,Presidio National Park,7,37.79706573,-122.45739746
2012,Presidio Terrace,94,37.785991665,-122.46456909
2012,Produce Market,283,37.74326706,-122.39888
2012,Rincon Hill,85,37.78683472,-122.39096832
2012,Russian Hill,743,37.7996788,-122.41529083
2012,Seacliff,66,37.78368759,-122.49036407
2012,Sherwood Forest,26,37.73770714,-122.458774565
2012,Showplace Square,420,37.76902771,-122.40570831
2012,Silver Terrace,924,37.73503876,-122.39417267
2012,South Beach,88,37.78194046,-122.39329529
2012,South of Market,3941,37.77666092,-122.40968323
2012,St. Francis Wood,10,37.73945999,-122.46374512
2012,St. Mary's Park,256,37.73426056,-122.4259491
2012,Stonestown,44,37.723653795,-122.47333144999999
2012,Sunnydale,77,37.70968246,-122.4203186
2012,Sunnyside,229,37.73072052,-122.44432068
2012,Sutro Heights,68,37.778991700000006,-122.50605774
2012,Telegraph Hill,194,37.80078506,-122.40628815
2012,Tenderloin,4833,37.78377914,-122.41386414
2012,Treasure Island,1,37.8258934,-122.37514496
2012,Union Street,419,37.7989502,-122.43131256
2012,University Mound,198,37.728033065,-122.41938019
2012,Upper Market,135,37.75077438,-122.44278717
2012,Visitacion Valley,710,37.7125473,-122.40792847
2012,West Portal,73,37.7408905,-122.47011566
2012,Western Addition,578,37.778593064999995,-122.43870544
2012,Westwood Highlands,7,37.73164749,-122.45451355
2012,Westwood Park,27,37.72871399,-122.45615387
2012,Yerba Buena Island,2,37.810430530000005,-122.36125183
2013,Alamo Square,199,37.77564621,-122.43572998
2013,Anza Vista,80,37.78085899,-122.44095612
2013,Apparel City,121,37.73917389,-122.40560913
2013,Aquatic Park / Ft. Mason,45,37.80549622,-122.4220047
2013,Ashbury Heights,81,37.76330948,-122.44915009
2013,Balboa Terrace,16,37.73020741,-122.46669323
2013,Bayview,1717,37.7348227,-122.38941956
2013,Bernal Heights,1577,37.74374831,-122.41822052
2013,Bret Harte,419,37.72034836,-122.39335632
2013,Buena Vista,293,37.77063751,-122.43870544
2013,Candlestick Point SRA,40,37.71486473,-122.39160156
2013,Castro,444,37.76261902,-122.43307515
2013,Cathedral Hill,422,37.78505516,-122.42312478
2013,Cayuga,467,37.72034454,-122.4407196
2013,Central Waterfront,259,37.75002289,-122.39028931
2013,Chinatown,459,37.79395676,-122.40666199
2013,Civic Center,1588,37.77910639,-122.418151475
2013,Clarendon Heights,84,37.75734711,-122.444553375
2013,Cole Valley,149,37.76738358,-122.4499588
2013,Corona Heights,114,37.76421356,-122.43596649
2013,Cow Hollow,80,37.79838562,-122.440979
2013,Crocker Amazon,538,37.712982175,-122.44025421
2013,Diamond Heights,67,37.74361038,-122.43865967
2013,Dogpatch,156,37.76043701,-122.38938141
2013,Dolores Heights,754,37.755260895,-122.4253006
2013,Downtown / Union Square,430,37.788784715000006,-122.406414035
2013,Duboce Triangle,931,37.76977291,-122.4302597
2013,Eureka Valley,452,37.75928879,-122.43933511
2013,Excelsior,1004,37.72246552,-122.43174744
2013,Fairmount,160,37.739208239999996,-122.42697906
2013,Financial District,311,37.79146576,-122.3976059
2013,Fisherman's Wharf,96,37.80686188,-122.415607455
2013,Forest Hill,58,37.75079918,-122.46245575
2013,Forest Knolls,41,37.75714493,-122.46182251
2013,Glen Park,176,37.734422679999994,-122.43431004
2013,Golden Gate Heights,349,37.75212479,-122.47244263
2013,Golden Gate Park,332,37.77183533,-122.48154449
2013,Haight Ashbury,598,37.77013779,-122.44854736
2013,Hayes Valley,667,37.77578673,-122.42645264
2013,Holly Park,670,37.73740768,-122.42384338
2013,Hunters Point,267,37.72742462,-122.38193512
2013,India Basin,52,37.73368073,-122.37697601
2013,Ingleside,468,37.72169113,-122.45700073
2013,Ingleside Terraces,61,37.72537994,-122.46636963
2013,Inner Richmond,1672,37.78027344,-122.467788405
2013,Inner Sunset,671,37.76354599,-122.46751756
2013,Japantown,154,37.78578428,-122.431619555
2013,Laguna Honda,50,37.74438477,-122.45845413
2013,Lake Street,102,37.78497696,-122.48273468
2013,Lakeshore,52,37.73000336,-122.491989135
2013,Laurel Heights / Jordan Park,161,37.78401049,-122.45275116
2013,Lincoln Park / Ft. Miley,6,37.781134855000005,-122.507714765
2013,Little Hollywood,120,37.71218109,-122.40001678
2013,Lone Mountain,326,37.777786254999995,-122.452960365
2013,Lower Haight,1374,37.77238464,-122.43043518
2013,Lower Nob Hill,1647,37.78822327,-122.41549683
2013,Lower Pacific Heights,397,37.78545761,-122.44165039
2013,Marina,548,37.80165482,-122.43384170499999
2013,McLaren Park,74,37.72025299,-122.41532898
2013,Merced Heights,542,37.71289825,-122.466674805
2013,Merced Manor,53,37.73246765,-122.4749527
2013,Midtown Terrace,28,37.748163219999995,-122.44944763
2013,Mint Hill,307,37.7716459,-122.42513275
2013,Miraloma Park,88,37.740633009999996,-122.450009755
2013,Mission,8588,37.76050943,-122.41772461
2013,Mission Bay,112,37.7722702,-122.39557648
2013,Mission Dolores,2984,37.76415634,-122.423980655
2013,Mission Terrace,894,37.729933935,-122.43029390500001
2013,Monterey Heights,5,37.73434067,-122.4615097
2013,Mt. Davidson Manor,47,37.72588348,-122.46141052
2013,Nob Hill,1457,37.79312897,-122.41482544
2013,Noe Valley,578,37.74801254,-122.428874965
2013,North Beach,1034,37.79998398,-122.40769958
2013,Northern Waterfront,37,37.79930115,-122.39987946
2013,Oceanview,584,37.71578598,-122.45481491000001
2013,Outer Mission,540,37.71054459,-122.45246821500001
2013,Outer Richmond,1575,37.77851486,-122.48794866
2013,Outer Sunset,1804,37.757371905,-122.49582672
2013,Pacific Heights,568,37.79120636,-122.42926788
2013,Panhandle,506,37.77458,-122.44275665
2013,Parkmerced,10,37.717340469999996,-122.47451019
2013,Parkside,572,37.74113846,-122.48990087
2013,Parnassus Heights,96,37.76523209,-122.45307540499999
2013,Peralta Heights,273,37.74728394,-122.40710449
2013,Polk Gulch,620,37.79281235,-122.42040253
2013,Portola,2217,37.72883606,-122.40651703
2013,Potrero Hill,783,37.75462723,-122.40340424
2013,Presidio Heights,83,37.7877655,-122.4500794
2013,Presidio National Park,4,37.799057005,-122.456272125
2013,Presidio Terrace,104,37.785378539999996,-122.46456909
2013,Produce Market,288,37.743224964999996,-122.40042877
2013,Rincon Hill,99,37.78745651,-122.39009094
2013,Russian Hill,1089,37.79946136,-122.41462662
2013,Seacliff,65,37.78368759,-122.48928833
2013,Sherwood Forest,23,37.73838043,-122.457901
2013,Showplace Square,392,37.76958466,-122.40570831
2013,Silver Terrace,786,37.73441315,-122.39466095
2013,South Beach,127,37.78191708,-122.39225769
2013,South of Market,5543,37.7757988,-122.41061401
2013,St. Francis Wood,12,37.739986419999994,-122.46328353999999
2013,St. Mary's Park,377,37.73390198,-122.42611694
2013,Stonestown,44,37.722763945,-122.47489929
2013,Sunnydale,108,37.708992005,-122.42081833
2013,Sunnyside,302,37.73146439,-122.44441986
2013,Sutro Heights,99,37.77933884,-122.50616455
2013,Telegraph Hill,213,37.80087,-122.40576935
2013,Tenderloin,5923,37.78377533,-122.41376495
2013,Treasure Island,10,37.8260975,-122.37441254000001
2013,Union Street,484,37.79898453,-122.43229294
2013,University Mound,176,37.727743145000005,-122.41937256
2013,Upper Market,147,37.7509613,-122.44278717
2013,Visitacion Valley,819,37.7121048,-122.40908813
2013,West Portal,97,37.7408905,-122.4699707
2013,Western Addition,744,37.778596879999995,-122.439447875
2013,Westwood Highlands,8,37.732717515000004,-122.457134245
2013,Westwood Park,62,37.725473405,-122.45653534
2013,Yerba Buena Island,2,37.80949685,-122.36558176
2014,Alamo Square,395,37.77520551,-122.43508693
2014,Anza Vista,59,37.78086141,-122.44092212
2014,Apparel City,163,37.73832321,-122.40564692
2014,Aquatic Park / Ft. Mason,55,37.80528515,-122.42253876
2014,Ashbury Heights,127,37.76382923,-122.44929652
2014,Balboa Terrace,20,37.73069402,-122.46668243
2014,Bayview,1795,37.7346652,-122.38923937
2014,Bernal Heights,1655,37.74381256,-122.41891237
2014,Bret Harte,490,37.720832720000004,-122.39260902
2014,Buena Vista,401,37.7705288,-122.44005015
2014,Candlestick Point SRA,19,37.71728175,-122.39110018
2014,Castro,528,37.76239004,-122.43294815499999
2014,Cathedral Hill,828,37.78533396,-122.42349973
2014,Cayuga,523,37.72032518,-122.44111855
2014,Central Waterfront,359,37.75038197,-122.38957757
2014,Chinatown,707,37.79434586,-122.40648862
2014,Civic Center,2312,37.77871932,-122.418433
2014,Clarendon Heights,106,37.75664972,-122.44465132
2014,Cole Valley,300,37.76826609,-122.44977077499999
2014,Corona Heights,150,37.76407893,-122.43682242
2014,Cow Hollow,99,37.79807597,-122.4428301
2014,Crocker Amazon,575,37.71337059,-122.43983459
2014,Diamond Heights,61,37.74361038,-122.43963336
2014,Dogpatch,177,37.76042557,-122.38929634
2014,Dolores Heights,969,37.75549002,-122.42530486
2014,Downtown / Union Square,786,37.78898574,-122.40658898000001
2014,Duboce Triangle,1507,37.76943802,-122.43025999
2014,Eureka Valley,466,37.759497685,-122.440134715
2014,Excelsior,1059,37.72196423,-122.43274435
2014,Fairmount,196,37.73986053,-122.42715735
2014,Financial District,516,37.79166196,-122.399770665
2014,Fisherman's Wharf,174,37.80689101,-122.41470337
2014,Forest Hill,67,37.74899588,-122.46236109
2014,Forest Knolls,44,37.75709159,-122.4603136
2014,Glen Park,158,37.73434839,-122.434239015
2014,Golden Gate Heights,385,37.75189865,-122.473526
2014,Golden Gate Park,395,37.77180365,-122.47990562
2014,Haight Ashbury,950,37.77021027,-122.44857849
2014,Hayes Valley,889,37.77582169,-122.42616668
2014,Holly Park,671,37.73740518,-122.42362294
2014,Hunters Point,270,37.728231429999994,-122.381859545
2014,India Basin,65,37.73918971,-122.37701195
2014,Ingleside,588,37.72185135,-122.45620753
2014,Ingleside Terraces,55,37.72553424,-122.46531677
2014,Inner Richmond,2293,37.780372,-122.4682943
2014,Inner Sunset,758,37.763685385,-122.46729357
2014,Japantown,225,37.78595147,-122.43154907
2014,Laguna Honda,52,37.74322636,-122.45872944
2014,Lake Street,97,37.78497696,-122.48090413
2014,Lakeshore,71,37.72959518,-122.4937208
2014,Laurel Heights / Jordan Park,175,37.78332474,-122.45317105
2014,Lincoln Park / Ft. Miley,4,37.77944367,-122.51330126
2014,Little Hollywood,94,37.71217898,-122.39976813499999
2014,Lone Mountain,420,37.777202425,-122.453834395
2014,Lower Haight,1974,37.772709705,-122.43043306
2014,Lower Nob Hill,2102,37.78781649,-122.41618375499999
2014,Lower Pacific Heights,464,37.785484995000004,-122.44123694000001
2014,Marina,812,37.801887230000006,-122.433494535
2014,McLaren Park,59,37.72015988,-122.41246964
2014,Merced Heights,583,37.71217662,-122.46693638
2014,Merced Manor,42,37.732272725,-122.47442272
2014,Midtown Terrace,34,37.749042715,-122.44814682
2014,Mint Hill,498,37.77126953,-122.42485046
2014,Miraloma Park,105,37.74106155,-122.44967961
2014,Mission,11323,37.76120245,-122.41671753
2014,Mission Bay,158,37.772189355,-122.396744
2014,Mission Dolores,3066,37.76389814,-122.42410432
2014,Mission Terrace,882,37.72977448,-122.43129493
2014,Monterey Heights,5,37.73218889,-122.46293999
2014,Mt. Davidson Manor,73,37.72618162,-122.46092029
2014,Nob Hill,1970,37.793734405,-122.41429774
2014,Noe Valley,763,37.74866281,-122.43040195
2014,North Beach,2044,37.79905708,-122.40682084
2014,Northern Waterfront,120,37.799397955,-122.40123846
2014,Oceanview,639,37.71619034,-122.454653
2014,Outer Mission,383,37.71032333,-122.45360862
2014,Outer Richmond,1929,37.77840805,-122.49009639
2014,Outer Sunset,2420,37.75754525,-122.496802205
2014,Pacific Heights,695,37.79152166,-122.42787579
2014,Panhandle,794,37.77452936,-122.44279005
2014,Parkmerced,14,37.714694725,-122.4725731
2014,Parkside,737,37.742388,-122.48747823
2014,Parnassus Heights,133,37.76497818,-122.454216
2014,Peralta Heights,280,37.74777603,-122.40689619
2014,Polk Gulch,811,37.79302979,-122.42068822
2014,Portola,2589,37.72917134,-122.40621129
2014,Potrero Hill,992,37.75509453,-122.40338921
2014,Presidio Heights,77,37.78816407,-122.45201587
2014,Presidio National Park,6,37.795424865,-122.45256123
2014,Presidio Terrace,104,37.78540051,-122.46466782499999
2014,Produce Market,385,37.7436398,-122.39949799
2014,Rincon Hill,125,37.78710003,-122.39085388
2014,Russian Hill,1391,37.79914946,-122.41468048
2014,Seacliff,63,37.78476782,-122.48747785
2014,Sherwood Forest,19,37.7372086,-122.45890442
2014,Showplace Square,459,37.76951836,-122.40570831
2014,Silver Terrace,706,37.73441119,-122.394532075
2014,South Beach,233,37.78157489,-122.39251305
2014,South of Market,9177,37.77593865,-122.41109957
2014,St. Francis Wood,12,37.739617805,-122.46297998
2014,St. Mary's Park,378,37.73413658,-122.42593384
2014,Stonestown,78,37.72665973,-122.47489929
2014,Sunnydale,104,37.70969391,-122.42087095
2014,Sunnyside,472,37.731457315,-122.446202005
2014,Sutro Heights,164,37.779543770000004,-122.50491487
2014,Telegraph Hill,263,37.80083466,-122.40602591
2014,Tenderloin,7276,37.783745405000005,-122.41395569
2014,Treasure Island,16,37.82379029,-122.37439128
2014,Union Street,747,37.79915619,-122.43220464
2014,University Mound,226,37.72668457,-122.41861156
2014,Upper Market,227,37.75157166,-122.44322205
2014,Visitacion Valley,949,37.71215057,-122.407569
2014,West Portal,145,37.74084926,-122.46831016
2014,Western Addition,900,37.778745515,-122.4375695
2014,Westwood Highlands,3,37.73223087,-122.45742467
2014,Westwood Park,57,37.72526093,-122.45653534
2015,Alamo Square,380,37.775556890000004,-122.43518709
2015,Anza Vista,96,37.780610255,-122.44118373500001
2015,Apparel City,467,37.73956421,-122.40574646
2015,Aquatic Park / Ft. Mason,76,37.80526649,-122.422711875
2015,Ashbury Heights,199,37.76399594,-122.44892933
2015,Balboa Terrace,16,37.730459215,-122.46625821
2015,Bayview,2646,37.735749999999996,-122.3904775
2015,Bernal Heights,2100,37.743148704999996,-122.41848828
2015,Bret Harte,507,37.72080647,-122.39376831
2015,Buena Vista,545,37.77012568,-122.44054413
2015,Candlestick Point SRA,19,37.7172699,-122.39160156
2015,Castro,800,37.76213652,-122.433212425
2015,Cathedral Hill,977,37.78475189,-122.42372894
2015,Cayuga,700,37.72034243,-122.4411758
2015,Central Waterfront,297,37.75020382,-122.39014746
2015,Chinatown,657,37.79437363,-122.40666962
2015,Civic Center,2462,37.77872086,-122.41867414000001
2015,Clarendon Heights,137,37.75674057,-122.44348833
2015,Cole Valley,544,37.76674219,-122.44917911499999
2015,Corona Heights,196,37.76413155,-122.436969135
2015,Cow Hollow,151,37.79832458,-122.4426497
2015,Crocker Amazon,807,37.71288193,-122.43982
2015,Diamond Heights,76,37.74360673,-122.43883473
2015,Dogpatch,298,37.760255895,-122.390288485
2015,Dolores Heights,995,37.7557844,-122.42518616
2015,Downtown / Union Square,888,37.78906102,-122.40735909
2015,Duboce Triangle,1362,37.768579165,-122.43023498
2015,Eureka Valley,660,37.759376875,-122.44004143
2015,Excelsior,1741,37.72136793,-122.43200632
2015,Fairmount,162,37.74046151,-122.426894445
2015,Financial District,639,37.79148865,-122.40014648
2015,Fisherman's Wharf,177,37.80691147,-122.41538552
2015,Forest Hill,64,37.75065012,-122.46258545
2015,Forest Knolls,65,37.75761779,-122.46182527
2015,Glen Park,163,37.7343448,-122.43414307
2015,Golden Gate Heights,398,37.752645635,-122.47244672
2015,Golden Gate Park,379,37.77175491,-122.48633449
2015,Haight Ashbury,1035,37.77009055,-122.44709934
2015,Hayes Valley,1065,37.77591778,-122.42616668
2015,Holly Park,755,37.73740768,-122.42378235
2015,Hunters Point,322,37.728111999999996,-122.38162527
2015,India Basin,56,37.740178369999995,-122.37826723
2015,Ingleside,608,37.72185135,-122.4561336
2015,Ingleside Terraces,78,37.725440745,-122.465512005
2015,Inner Richmond,2389,37.78087792,-122.46854591
2015,Inner Sunset,791,37.76331954,-122.46711731
2015,Japantown,278,37.78624725,-122.43120575
2015,Laguna Honda,59,37.74392008,-122.45828247
2015,Lake Street,138,37.784790459999996,-122.48336185
2015,Lakeshore,65,37.73040767,-122.49428128
2015,Laurel Heights / Jordan Park,135,37.78384667,-122.4524105
2015,Lincoln Park / Ft. Miley,9,37.78129766,-122.5083337
2015,Little Hollywood,222,37.71206353,-122.400115965
2015,Lone Mountain,361,37.77694833,-122.45317251
2015,Lower Haight,1524,37.773351500000004,-122.4299798
2015,Lower Nob Hill,2941,37.78778458,-122.41804303
2015,Lower Pacific Heights,458,37.78543033,-122.440895335
2015,Marina,1073,37.80210795,-122.43654633
2015,McLaren Park,58,37.72265851,-122.41249486
2015,Merced Heights,784,37.71343497,-122.46709442
2015,Merced Manor,46,37.73234219,-122.474734095
2015,Midtown Terrace,61,37.74837112,-122.44841766
2015,Mint Hill,580,37.77118695,-122.42449181
2015,Miraloma Park,107,37.74119009,-122.45141667
2015,Mission,16460,37.76274872,-122.41759103499999
2015,Mission Bay,240,37.77302925,-122.395577805
2015,Mission Dolores,3563,37.76396622,-122.42384574
2015,Mission Terrace,1034,37.72934614,-122.43225873
2015,Monterey Heights,6,37.732105255,-122.46149424000001
2015,Mt. Davidson Manor,82,37.725932845,-122.46094707
2015,Nob Hill,2423,37.79322188,-122.41550433
2015,Noe Valley,1002,37.74866281,-122.430179855
2015,North Beach,2426,37.79857254,-122.40633235499999
2015,Northern Waterfront,171,37.79930164,-122.40033471
2015,Oceanview,761,37.71618965,-122.45565319
2015,Outer Mission,476,37.71032098,-122.453844655
2015,Outer Richmond,2651,37.77930832,-122.49182505
2015,Outer Sunset,2970,37.757474275,-122.49738312
2015,Pacific Heights,934,37.7917035,-122.426402765
2015,Panhandle,804,37.77456665,-122.44382476999999
2015,Parkmerced,18,37.71519718,-122.47591791
2015,Parkside,882,37.74243631,-122.48702535
2015,Parnassus Heights,206,37.764808785,-122.453644715
2015,Peralta Heights,296,37.74782181,-122.40689619
2015,Polk Gulch,924,37.79306273,-122.42079408500001
2015,Portola,3814,37.729047175,-122.40591074
2015,Potrero Hill,1575,37.7547456,-122.403414
2015,Presidio Heights,91,37.7880689,-122.44985199
2015,Presidio National Park,17,37.79490958,-122.44902377
2015,Presidio Terrace,122,37.7855382,-122.46477647
2015,Produce Market,440,37.74348811,-122.40007632999999
2015,Rincon Hill,227,37.78684998,-122.39097304
2015,Russian Hill,1629,37.79934897,-122.41490071
2015,Seacliff,86,37.783900455,-122.488338855
2015,Sherwood Forest,20,37.737568055,-122.45890442
2015,Showplace Square,770,37.76958466,-122.405270575
2015,Silver Terrace,1062,37.734861365,-122.394331
2015,South Beach,311,37.78216775,-122.392842
2015,South of Market,11457,37.77560806,-122.41167909
2015,St. Francis Wood,9,37.73868614,-122.46503707
2015,St. Mary's Park,464,37.733902035,-122.42593384
2015,Stonestown,43,37.72442511,-122.47351837
2015,Sunnydale,116,37.70935729,-122.421139495
2015,Sunnyside,561,37.73137862,-122.44654846
2015,Sutro Heights,308,37.77917232,-122.504918785
2015,Telegraph Hill,368,37.80086254,-122.406055635
2015,Tenderloin,6114,37.7838459,-122.41401977
2015,Treasure Island,7,37.82543086,-122.36809901
2015,Union Street,770,37.798946375,-122.43111704
2015,University Mound,295,37.72736702,-122.41928409
2015,Upper Market,224,37.75157166,-122.442783355
2015,Visitacion Valley,1358,37.712292500000004,-122.40647894
2015,West Portal,174,37.740526735,-122.46771304
2015,Western Addition,1004,37.779103895000006,-122.43643795
2015,Westwood Highlands,7,37.73164131,-122.45427233
2015,Westwood Park,68,37.72508183,-122.45615203
2015,Yerba Buena Island,1,37.80964974,-122.36344479
2016,Alamo Square,441,37.775908,-122.43505276
2016,Anza Vista,156,37.780936,-122.44088577
2016,Apparel City,828,37.739163340000005,-122.405485685
2016,Aquatic Park / Ft. Mason,151,37.80528515,-122.42365491
2016,Ashbury Heights,303,37.7640376,-122.44760027
2016,Balboa Terrace,33,37.7287101,-122.46668142
2016,Bayview,4567,37.7364282,-122.38993
2016,Bernal Heights,2674,37.74380112,-122.41873875
2016,Bret Harte,763,37.72058819,-122.39298248
2016,Buena Vista,777,37.77016683,-122.44168743
2016,Candlestick Point SRA,61,37.71176,-122.39261627
2016,Castro,1732,37.76254596,-122.432922405
2016,Cathedral Hill,1528,37.78487741,-122.42404913
2016,Cayuga,991,37.720337,-122.440354
2016,Central Waterfront,669,37.75011802,-122.3901751
2016,Chinatown,5592,37.795042,-122.4067375
2016,Civic Center,3172,37.77871932,-122.41822815
2016,Clarendon Heights,161,37.75663757,-122.44425918
2016,Cole Valley,724,37.7667282,-122.44952882999999
2016,Corona Heights,308,37.76366974,-122.4375495
2016,Cow Hollow,212,37.798238995,-122.44251700000001
2016,Crocker Amazon,861,37.71273915,-122.4401275
2016,Diamond Heights,88,37.74316095,-122.43810472
2016,Dogpatch,330,37.760091215,-122.38922008
2016,Dolores Heights,1489,37.75530303,-122.42510223
2016,Downtown / Union Square,1666,37.789022615,-122.40686798
2016,Duboce Triangle,1866,37.7679935,-122.43020677499999
2016,Eureka Valley,805,37.75926246,-122.43914737
2016,Excelsior,2492,37.722016499999995,-122.4323329
2016,Fairmount,218,37.7399025,-122.427705535
2016,Financial District,1134,37.791420134999996,-122.39994936
2016,Fisherman's Wharf,369,37.8067579,-122.41509895
2016,Forest Hill,52,37.75079129,-122.46224126999999
2016,Forest Knolls,71,37.75691759,-122.46179458
2016,Glen Park,229,37.73402786,-122.4342025
2016,Golden Gate Heights,549,37.75298284,-122.47244544
2016,Golden Gate Park,720,37.77167831,-122.48419189
2016,Haight Ashbury,1450,37.770136895,-122.44756705
2016,Hayes Valley,1566,37.775803305,-122.4258781
2016,Holly Park,821,37.73740768,-122.42375183
2016,Hunters Point,770,37.727688095000005,-122.3823735
2016,India Basin,112,37.74019088,-122.37826723
2016,Ingleside,937,37.72184203,-122.45716337
2016,Ingleside Terraces,109,37.72554352,-122.46439559
2016,Inner Richmond,3586,37.78101042,-122.46829224
2016,Inner Sunset,1370,37.76361242,-122.46811498
2016,Japantown,414,37.78630423,-122.43120461000001
2016,Laguna Honda,55,37.74533844,-122.45865132
2016,Lake Street,228,37.784621645,-122.48105553
2016,Lakeshore,144,37.7187636,-122.48977809
2016,Laurel Heights / Jordan Park,156,37.78387738,-122.453407075
2016,Lincoln Park / Ft. Miley,40,37.778415300000006,-122.51443481
2016,Little Hollywood,211,37.712274,-122.39907837
2016,Lone Mountain,623,37.7770462,-122.45336021
2016,Lower Haight,1923,37.77324643,-122.429168
2016,Lower Nob Hill,3745,37.78771058,-122.41636077
2016,Lower Pacific Heights,689,37.785545,-122.44073088
2016,Marina,1431,37.80180286,-122.4368181
2016,McLaren Park,83,37.72024907,-122.418452
2016,Merced Heights,596,37.71426393,-122.46621142500001
2016,Merced Manor,68,37.732302275,-122.47376964
2016,Midtown Terrace,75,37.74837112,-122.44944883
2016,Mint Hill,669,37.77126953,-122.424503
2016,Miraloma Park,104,37.7401545,-122.44886893500001
2016,Mission,21386,37.763002900000004,-122.416689035
2016,Mission Bay,666,37.772179025,-122.39635375
2016,Mission Dolores,3360,37.763999815,-122.42510605
2016,Mission Terrace,1210,37.729458245000004,-122.432995805
2016,Monterey Heights,7,37.73254206,-122.459495
2016,Mt. Davidson Manor,79,37.72615836,-122.46125936
2016,Nob Hill,3714,37.793431260000006,-122.41348046499999
2016,Noe Valley,1070,37.74868093,-122.4297285
2016,North Beach,3270,37.799029315,-122.40774885
2016,Northern Waterfront,288,37.79953131,-122.39913145
2016,Oceanview,892,37.7161419,-122.45605469
2016,Outer Mission,821,37.71032333,-122.45317784
2016,Outer Richmond,5207,37.77930754,-122.493456
2016,Outer Sunset,4075,37.75746431,-122.49787903
2016,Pacific Heights,1321,37.79143,-122.42580414
2016,Panhandle,1164,37.77459126,-122.443353
2016,Parkmerced,42,37.714694725,-122.47681283
2016,Parkside,1151,37.742322,-122.48708893
2016,Parnassus Heights,315,37.76521572,-122.45433236
2016,Peralta Heights,435,37.74755478,-122.40689619
2016,Polk Gulch,1613,37.79265142,-122.42093729
2016,Portola,5085,37.728689,-122.40575189
2016,Potrero Hill,3714,37.7531965,-122.40389
2016,Presidio Heights,159,37.78776,-122.44985019
2016,Presidio National Park,33,37.79496301,-122.45562561
2016,Presidio Terrace,153,37.7854622,-122.464772
2016,Produce Market,882,37.743126625,-122.40001157
2016,Rincon Hill,737,37.78685127,-122.39085294
2016,Russian Hill,2395,37.79937744,-122.41468048
2016,Seacliff,130,37.78368757,-122.49036407
2016,Sherwood Forest,22,37.738212375,-122.457149055
2016,Showplace Square,1223,37.769374,-122.40542709
2016,Silver Terrace,1993,37.73567,-122.396413
2016,South Beach,556,37.78237136,-122.391330965
2016,South of Market,15127,37.77625486,-122.41109224
2016,St. Francis Wood,19,37.73854258,-122.46550751
2016,St. Mary's Park,471,37.73423998,-122.42591858
2016,Stonestown,114,37.72699047,-122.47489929
2016,Sunnydale,138,37.70927489,-122.42096329
2016,Sunnyside,776,37.731200645,-122.44538807500001
2016,Sutro Heights,623,37.77933703,-122.50466155
2016,Telegraph Hill,491,37.80086287,-122.40629003
2016,Tenderloin,8750,37.783931365,-122.41394806
2016,Treasure Island,11,37.82618131,-122.37145028
2016,Union Street,1018,37.79868949,-122.43220464
2016,University Mound,372,37.728020810000004,-122.41929094
2016,Upper Market,306,37.75157199,-122.443225025
2016,Visitacion Valley,1958,37.7123685,-122.40618948
2016,West Portal,223,37.74104245,-122.46984308
2016,Western Addition,1454,37.779096485,-122.43760825
2016,Westwood Highlands,7,37.7330246,-122.45454407
2016,Westwood Park,79,37.72466876,-122.4564122
2016,Yerba Buena Island,1,37.81425207,-122.37083483
2017,Alamo Square,633,37.77613831,-122.43486023
2017,Anza Vista,228,37.780648985,-122.44096133
2017,Apparel City,1172,37.738989000000004,-122.405097
2017,Aquatic Park / Ft. Mason,199,37.80528641,-122.42298889
2017,Ashbury Heights,381,37.76413186,-122.44748553
2017,Balboa Terrace,32,37.731611655,-122.467793105
2017,Bayview,6933,37.736046,-122.38979699
2017,Bernal Heights,2770,37.743984999999995,-122.41862935
2017,Bret Harte,1157,37.72097778,-122.39222824
2017,Buena Vista,952,37.76964948,-122.4423893
2017,Candlestick Point SRA,116,37.71116257,-122.38981404500001
2017,Castro,1532,37.762303255000006,-122.433888795
2017,Cathedral Hill,2437,37.78284373,-122.42388866
2017,Cayuga,1967,37.72034454,-122.44024599
2017,Central Waterfront,1181,37.750592,-122.39004016
2017,Chinatown,5179,37.79527165,-122.406743
2017,Civic Center,3649,37.77883703,-122.41878667
2017,Clarendon Heights,170,37.756606775,-122.44464465
2017,Cole Valley,993,37.7667282,-122.4495697
2017,Corona Heights,433,37.76329803,-122.43679667
2017,Cow Hollow,343,37.7982921,-122.4426497
2017,Crocker Amazon,1022,37.712804965000004,-122.44034825
2017,Diamond Heights,137,37.743557,-122.43794373
2017,Dogpatch,627,37.759755,-122.38925078
2017,Dolores Heights,1684,37.7557844,-122.42520339500001
