Year,Neighborhood,Case_Count,Median_Latitude,Median_Longitude
2017,Downtown / Union Square,2562,37.789049160000005,-122.406395515
2017,Duboce Triangle,2137,37.76913833,-122.43019104
2017,Eureka Valley,1013,37.75943135,-122.43900036
2017,Excelsior,3750,37.72123718,-122.43231214
2017,Fairmount,273,37.73917596,-122.42757976
2017,Financial District,1596,37.791944485,-122.399271055
2017,Fisherman's Wharf,615,37.8067579,-122.41520966
2017,Forest Hill,93,37.75071716,-122.462198
2017,Forest Knolls,65,37.75494003,-122.45952
2017,Glen Park,311,37.73433304,-122.43415827
2017,Golden Gate Heights,663,37.75319322,-122.47177887
2017,Golden Gate Park,856,37.771635865,-122.48526001
2017,Haight Ashbury,1524,37.77017103,-122.44767763499999
2017,Hayes Valley,2265,37.775941,-122.4254134
2017,Holly Park,982,37.73740768,-122.4238366
2017,Hunters Point,836,37.727317674999995,-122.38232422
2017,India Basin,176,37.73921894,-122.376965825
2017,Ingleside,1145,37.721827,-122.4561336
2017,Ingleside Terraces,129,37.725357,-122.46460072
2017,Inner Richmond,4070,37.780922385,-122.46856416
2017,Inner Sunset,1601,37.76369457,-122.4676001
2017,Japantown,582,37.785888785,-122.43086790000001
2017,Laguna Honda,69,37.74561401,-122.45790543
2017,Lake Street,257,37.78497895,-122.48289068
2017,Lakeshore,161,37.73019667,-122.49054718
2017,Laurel Heights / Jordan Park,321,37.78392029,-122.45289674
2017,Lincoln Park / Ft. Miley,85,37.77841568,-122.51443481
2017,Little Hollywood,235,37.71217898,-122.399345
2017,Lone Mountain,820,37.776961205,-122.453665
2017,Lower Haight,2385,37.773245,-122.42906715
2017,Lower Nob Hill,4973,37.787918,-122.41537363
2017,Lower Pacific Heights,937,37.78563625,-122.440104
2017,Marina,1676,37.80176544,-122.43704633
2017,McLaren Park,98,37.71875268,-122.416249565
2017,Merced Heights,974,37.71278007,-122.46689365
2017,Merced Manor,101,37.73211971,-122.473655
2017,Midtown Terrace,85,37.74788173,-122.44860107
2017,Mint Hill,956,37.771366150000006,-122.42425636
2017,Miraloma Park,129,37.74082918,-122.45043407
2017,Mission,20662,37.762066655,-122.41647917
2017,Mission Bay,833,37.77368995,-122.39430092
2017,Mission Dolores,3450,37.764077065,-122.42537086
2017,Mission Terrace,1771,37.7287951,-122.4316646
2017,Monterey Heights,9,37.73428806,-122.46078491
2017,Mt. Davidson Manor,115,37.72569765,-122.4614668
2017,Nob Hill,4685,37.79361725,-122.413954
2017,Noe Valley,1383,37.7497912,-122.42991414
2017,North Beach,4037,37.799105,-122.40802765
2017,Northern Waterfront,465,37.79953003,-122.39913145
2017,Oceanview,1175,37.7161419,-122.455702
2017,Outer Mission,1031,37.71032333,-122.45372445
2017,Outer Richmond,4708,37.779364265,-122.49228431
2017,Outer Sunset,4544,37.757447944999996,-122.4970715
2017,Pacific Heights,1804,37.79211431,-122.425815585
2017,Panhandle,1475,37.77454822,-122.4440155
2017,Parkmerced,57,37.71469498,-122.47472251
2017,Parkside,1465,37.74236909,-122.48818
2017,Parnassus Heights,365,37.76523134,-122.45416121
2017,Peralta Heights,348,37.747435,-122.406897345
2017,Polk Gulch,2216,37.79304207,-122.420812525
2017,Portola,6004,37.72848892,-122.40560674
2017,Potrero Hill,5141,37.753019,-122.404063
2017,Presidio Heights,192,37.78757993,-122.45011902
2017,Presidio National Park,50,37.7937433,-122.41653231999999
2017,Presidio Terrace,185,37.7855382,-122.46464941
2017,Produce Market,913,37.743282,-122.399519
2017,Rincon Hill,1000,37.78704453,-122.39020873999999
2017,Russian Hill,2817,37.7992712,-122.41490127
2017,Seacliff,177,37.78368759,-122.49036407
2017,Sherwood Forest,47,37.7373079,-122.45669713
2017,Showplace Square,1991,37.769544,-122.4045173
2017,Silver Terrace,2522,37.735986999999994,-122.396769645
2017,South Beach,1031,37.78194029,-122.39105747
2017,South of Market,17773,37.77626676,-122.41040039
2017,St. Francis Wood,17,37.7373903,-122.465501
2017,St. Mary's Park,716,37.734342600000005,-122.42611464
2017,Stonestown,147,37.726855,-122.47448546
2017,Sunnydale,168,37.709195385,-122.42039650000001
2017,Sunnyside,720,37.731105035,-122.44432261
2017,Sutro Heights,388,37.779414945,-122.504998245
2017,Telegraph Hill,511,37.80088309,-122.40605923
2017,Tenderloin,8606,37.784059694999996,-122.41439281
2017,Treasure Island,12,37.826212935,-122.37389238
2017,Union Street,1055,37.7988751,-122.43143
2017,University Mound,556,37.7286577,-122.419195385
2017,Upper Market,385,37.75150264,-122.44356537
2017,Visitacion Valley,1852,37.712509765,-122.40620277
2017,West Portal,322,37.74124338,-122.47127075
2017,Western Addition,1980,37.77910279,-122.43708387000001
2017,Westwood Highlands,18,37.731918715,-122.45747367000001
2017,Westwood Park,135,37.72488742,-122.45653451
2017,Yerba Buena Island,7,37.77823274,-122.40089555
2018,Alamo Square,771,37.77601694,-122.43486023
2018,Anza Vista,271,37.78097571,-122.440979
2018,Apparel City,1553,37.73915482,-122.405215
2018,Aquatic Park / Ft. Mason,240,37.80549622,-122.42219543
2018,Ashbury Heights,450,37.76412266,-122.44823491
2018,Balboa Terrace,48,37.730278285,-122.466635715
2018,Bayview,6793,37.73548032,-122.38986206
2018,Bernal Heights,3076,37.74322128,-122.419193335
2018,Bret Harte,1283,37.72074127,-122.393231
2018,Buena Vista,1123,37.76986313,-122.44237518
2018,Candlestick Point SRA,117,37.713884,-122.3906176
2018,Castro,1871,37.76228352,-122.43392944
2018,Cathedral Hill,3476,37.782714275000004,-122.423725875
2018,Cayuga,1795,37.72028457,-122.44051865
2018,Central Waterfront,1602,37.75002289,-122.38999176
2018,Chinatown,3491,37.79445267,-122.40679065
2018,Civic Center,4044,37.778656005,-122.419535455
2018,Clarendon Heights,153,37.75663757,-122.4446907
2018,Cole Valley,1263,37.76683044,-122.4499588
2018,Corona Heights,520,37.76328659,-122.437045555
2018,Cow Hollow,347,37.79824665,-122.442276
2018,Crocker Amazon,1085,37.71265809,-122.44009511
2018,Diamond Heights,143,37.74327469,-122.43862152
2018,Dogpatch,646,37.75817108,-122.38973966500001
2018,Dolores Heights,1867,37.75635186,-122.42571445
2018,Downtown / Union Square,4196,37.78898621,-122.4060775
2018,Duboce Triangle,2660,37.769147135,-122.4303274
2018,Eureka Valley,1252,37.759235079999996,-122.43943438
2018,Excelsior,4098,37.721562605,-122.43205261
2018,Fairmount,357,37.73908997,-122.42716517
2018,Financial District,3080,37.79164886,-122.39957547
2018,Fisherman's Wharf,815,37.80678177,-122.41524506
2018,Forest Hill,67,37.74848557,-122.4623591
2018,Forest Knolls,76,37.755603789999995,-122.45971295000001
2018,Glen Park,356,37.734505315,-122.434159
2018,Golden Gate Heights,806,37.754119360000004,-122.47189866
2018,Golden Gate Park,770,37.77149582,-122.48419189
2018,Haight Ashbury,2070,37.770126945,-122.44748290999999
2018,Hayes Valley,2467,37.77611542,-122.42510333
2018,Holly Park,1141,37.73750022,-122.4238366
2018,Hunters Point,1074,37.727616985,-122.381697
2018,India Basin,216,37.7362709,-122.37791203500001
2018,Ingleside,1401,37.7218399,-122.45609
2018,Ingleside Terraces,153,37.72524469,-122.46523412
2018,Inner Richmond,4665,37.78068161,-122.46769714
2018,Inner Sunset,2769,37.76381652,-122.46731567
2018,Japantown,733,37.78598265,-122.430702
2018,Laguna Honda,88,37.745568500000005,-122.45739746
2018,Lake Street,354,37.78537211,-122.48094268
2018,Lakeshore,287,37.72335509,-122.48845
2018,Laurel Heights / Jordan Park,434,37.783924105,-122.452527475
2018,Lincoln Park / Ft. Miley,38,37.77841568,-122.51443481
2018,Little Hollywood,324,37.712258905,-122.399490215
2018,Lone Mountain,1020,37.77735421,-122.45378203
2018,Lower Haight,2449,37.773188,-122.4296963
2018,Lower Nob Hill,5410,37.78796,-122.41645822999999
2018,Lower Pacific Heights,1133,37.78577404,-122.43978119
2018,Marina,1963,37.80151603,-122.43682534
2018,McLaren Park,65,37.721745,-122.41558075
2018,Merced Heights,1251,37.71391678,-122.466498
2018,Merced Manor,81,37.73216636,-122.47442564
2018,Midtown Terrace,82,37.7496867,-122.44963455
2018,Mint Hill,1003,37.77136502,-122.42424774
2018,Miraloma Park,168,37.7411794,-122.449754875
2018,Mission,25334,37.76161957,-122.41709895
2018,Mission Bay,1169,37.77573,-122.39407436
2018,Mission Dolores,5174,37.763527935,-122.42500305
2018,Mission Terrace,2224,37.7287858,-122.4299652
2018,Monterey Heights,5,37.73183896,-122.46142578
2018,Mt. Davidson Manor,176,37.725949005000004,-122.46219635
2018,Nob Hill,4442,37.793092255000005,-122.41580963
2018,Noe Valley,1290,37.747280520000004,-122.42902869
2018,North Beach,4058,37.799525515,-122.408111785
2018,Northern Waterfront,683,37.7998848,-122.400023
2018,Oceanview,1463,37.71588898,-122.45610103
2018,Outer Mission,1024,37.71047211,-122.45241425
2018,Outer Richmond,4867,37.77927788,-122.48887634
2018,Outer Sunset,6374,37.75872793,-122.4957061
2018,Pacific Heights,2563,37.79202323,-122.42542267
2018,Panhandle,1811,37.7746095,-122.44439369
2018,Parkmerced,95,37.71464167,-122.47782833
2018,Parkside,1683,37.74174881,-122.49060117
2018,Parnassus Heights,383,37.76515558,-122.45442959
2018,Peralta Heights,479,37.7474313,-122.40710449
2018,Polk Gulch,2513,37.79313844,-122.421122
2018,Portola,7407,37.72888947,-122.40560913
2018,Potrero Hill,5561,37.752987,-122.403829
2018,Presidio Heights,219,37.7877655,-122.44979968
2018,Presidio National Park,39,37.79204346,-122.46954092
2018,Presidio Terrace,271,37.785923,-122.46461445
2018,Produce Market,1377,37.74366262,-122.400322
2018,Rincon Hill,1508,37.787421965,-122.38987732
2018,Russian Hill,3037,37.79961629,-122.41502702
2018,Seacliff,126,37.783702794999996,-122.49036407
2018,Sherwood Forest,32,37.739676945,-122.458164145
2018,Showplace Square,1722,37.7695425,-122.4018635
2018,Silver Terrace,2738,37.735827715,-122.39841461
2018,South Beach,2347,37.782287,-122.38964844
2018,South of Market,21340,37.776749675000005,-122.41015228500001
2018,St. Francis Wood,23,37.73923492,-122.46501577
2018,St. Mary's Park,764,37.7342548,-122.4262035
2018,Stonestown,163,37.72634167,-122.47485352
2018,Sunnydale,163,37.70954784,-122.42042542
2018,Sunnyside,652,37.73118973,-122.4448755
2018,Sutro Heights,260,37.77901797,-122.50601959
2018,Telegraph Hill,558,37.80084606,-122.40602087
2018,Tenderloin,7854,37.784201,-122.41439056
2018,Treasure Island,7,37.82502365,-122.367983
2018,Union Street,1383,37.79894638,-122.43170321
2018,University Mound,972,37.72878265,-122.41873169
2018,Upper Market,508,37.751193560000004,-122.4429418
2018,Visitacion Valley,2076,37.712224905,-122.40598297
2018,West Portal,304,37.741599895,-122.47140315
2018,Western Addition,2582,37.779102345,-122.4376297
2018,Westwood Highlands,16,37.73230743,-122.45526123
2018,Westwood Park,173,37.72441585,-122.45654541
2018,Yerba Buena Island,1,37.8132215,-122.371016
2019,Alamo Square,928,37.77574096,-122.43513953
2019,Anza Vista,395,37.78104782,-122.44095612
2019,Apparel City,1364,37.739152015,-122.40511155
2019,Aquatic Park / Ft. Mason,250,37.805320185,-122.42306137
2019,Ashbury Heights,371,37.76402664,-122.44797516
2019,Balboa Terrace,30,37.730450515,-122.46759385
2019,Bayview,7040,37.73534823,-122.38979928
2019,Bernal Heights,3217,37.7434832,-122.4188385
2019,Bret Harte,1331,37.72028868,-122.39302826
2019,Buena Vista,1317,37.77034378,-122.44179535
2019,Candlestick Point SRA,140,37.714605500000005,-122.390185285
2019,Castro,2591,37.76228304,-122.43403007
2019,Cathedral Hill,4449,37.78294043,-122.4230656
2019,Cayuga,2133,37.72008487,-122.44082506
2019,Central Waterfront,1246,37.75002289,-122.38919067
2019,Chinatown,3005,37.79515239,-122.40655886
2019,Civic Center,4593,37.778594,-122.42
2019,Clarendon Heights,201,37.75662244,-122.446399
2019,Cole Valley,1477,37.76700592,-122.45033264
2019,Corona Heights,663,37.7632809,-122.43686676
2019,Cow Hollow,354,37.798119255,-122.442295205
2019,Crocker Amazon,1291,37.71242905,-122.4405365
2019,Diamond Heights,173,37.74334305,-122.43772194
2019,Dogpatch,624,37.75838309,-122.389577385
2019,Dolores Heights,2690,37.756242115,-122.425218395
2019,Downtown / Union Square,3738,37.78875701,-122.406293165
2019,Duboce Triangle,3443,37.76907182,-122.43018583
2019,Eureka Valley,1206,37.7592548,-122.438667175
2019,Excelsior,4329,37.72181473,-122.43241119
2019,Fairmount,405,37.7387668,-122.42695618
2019,Financial District,2841,37.7918503,-122.40017
2019,Fisherman's Wharf,920,37.807039225,-122.4156189
2019,Forest Hill,144,37.74874101,-122.46325100499999
2019,Forest Knolls,76,37.75702667,-122.46107483
2019,Glen Park,483,37.73460388,-122.43423724
2019,Golden Gate Heights,802,37.753195930000004,-122.4717936
2019,Golden Gate Park,1134,37.771474839999996,-122.48186766500001
2019,Haight Ashbury,2514,37.76995907,-122.44712842999999
2019,Hayes Valley,3060,37.77617739,-122.425529585
2019,Holly Park,1104,37.737478100000004,-122.42383575
2019,Hunters Point,1341,37.72773935,-122.38067907
2019,India Basin,263,37.73396342,-122.37687943
2019,Ingleside,1470,37.72184753,-122.45701668000001
2019,Ingleside Terraces,207,37.72517085,-122.46507263
2019,Inner Richmond,6226,37.78073502,-122.4675575
2019,Inner Sunset,2540,37.76380157,-122.467288415
2019,Japantown,988,37.78626333,-122.430926175
2019,Laguna Honda,96,37.744820895000004,-122.459127095
2019,Lake Street,439,37.78459049,-122.4804748
2019,Lakeshore,261,37.72819507,-122.49134064
2019,Laurel Heights / Jordan Park,584,37.78394318,-122.452319685
2019,Lincoln Park / Ft. Miley,66,37.77841568,-122.51443481
2019,Little Hollywood,420,37.71218109,-122.3997
2019,Lone Mountain,1333,37.77719357,-122.45405524
2019,Lower Haight,2761,37.77316966,-122.42934242
2019,Lower Nob Hill,5807,37.78810536,-122.4160277
2019,Lower Pacific Heights,1483,37.78561074,-122.43849945
2019,Marina,2401,37.80176544,-122.43632507
2019,McLaren Park,92,37.72152587,-122.41246796
2019,Merced Heights,1442,37.7127369,-122.466779935
2019,Merced Manor,160,37.732242485,-122.47436109
2019,Midtown Terrace,102,37.74938289,-122.44885888
2019,Mint Hill,1313,37.77134323,-122.42457569
2019,Miraloma Park,233,37.74176591,-122.45064545
2019,Mission,30131,37.75978233,-122.41725333
2019,Mission Bay,1094,37.77311977,-122.39289328500001
2019,Mission Dolores,6228,37.76390114,-122.42545326
2019,Mission Terrace,2430,37.728711685,-122.43119049
2019,Monterey Heights,16,37.73399109,-122.46144167
2019,Mt. Davidson Manor,240,37.725827135,-122.46230316
2019,Nob Hill,5065,37.79305,-122.41566
2019,Noe Valley,1467,37.74801254,-122.42941387
2019,North Beach,4489,37.80008733,-122.40844163
2019,Northern Waterfront,581,37.79981667,-122.4002244
2019,Oceanview,1862,37.71490479,-122.45617067500001
2019,Outer Mission,1187,37.71047172,-122.45355988
2019,Outer Richmond,6787,37.77831126,-122.48864746
2019,Outer Sunset,6121,37.75909424,-122.49613394
2019,Pacific Heights,2640,37.79171381,-122.42884879
2019,Panhandle,2490,37.774530205000005,-122.4435245
2019,Parkmerced,61,37.71476167,-122.47697
2019,Parkside,1742,37.742139480000006,-122.489733715
2019,Parnassus Heights,442,37.76511566,-122.45441024499999
2019,Peralta Heights,537,37.74723816,-122.40670455
2019,Polk Gulch,2866,37.793478035,-122.42096789
2019,Portola,8578,37.72805786,-122.40509033
2019,Potrero Hill,5893,37.753179,-122.40342
2019,Presidio Heights,324,37.787778855,-122.450314915
2019,Presidio National Park,53,37.79837799,-122.45638275
2019,Presidio Terrace,422,37.785739340000006,-122.464924685
2019,Produce Market,1715,37.74382116,-122.40188599
2019,Rincon Hill,836,37.787220085,-122.38987016
2019,Russian Hill,3534,37.799890930000004,-122.41478112
2019,Seacliff,148,37.7841185,-122.49024352
2019,Sherwood Forest,53,37.73703694,-122.4559018
2019,Showplace Square,827,37.76940918,-122.40583038
2019,Silver Terrace,3016,37.73643494,-122.398448305
2019,South Beach,1324,37.782181695000006,-122.390186175
2019,South of Market,20899,37.77674209,-122.41061401
2019,St. Francis Wood,22,37.7370224,-122.465614405
2019,St. Mary's Park,733,37.7338145,-122.42676999
2019,Stonestown,160,37.72626687,-122.47455492
2019,Sunnydale,267,37.709935,-122.42010498
2019,Sunnyside,730,37.731363294999994,-122.44441223
2019,Sutro Heights,441,37.77901459,-122.5062101
2019,Telegraph Hill,764,37.80083915,-122.40600875
2019,Tenderloin,8022,37.78414154,-122.4144364
2019,Treasure Island,6,37.82507406,-122.37373937
2019,Union Street,1487,37.79880142,-122.4307964
2019,University Mound,969,37.72878265,-122.41873169
2019,Upper Market,652,37.7513137,-122.443006545
2019,Visitacion Valley,3247,37.71220863,-122.40651554
2019,West Portal,362,37.7407755,-122.47023773
2019,Western Addition,3218,37.778909585,-122.438313165
2019,Westwood Highlands,16,37.731987950000004,-122.45604459500001
2019,Westwood Park,200,37.72437142,-122.45652820000001
2019,Yerba Buena Island,2,37.81189728,-122.36268616
2020,Alamo Square,1104,37.775680935,-122.43466949
2020,Anza Vista,549,37.78045674,-122.44110981
2020,Apparel City,1344,37.73884842,-122.40501283500001
2020,Aquatic Park / Ft. Mason,280,37.80528641,-122.423582175
2020,Ashbury Heights,663,37.76413525,-122.4473779
2020,Balboa Terrace,32,37.730739445,-122.466835025
2020,Bayview,8295,37.73523113,-122.38955358
2020,Bernal Heights,3639,37.74335098,-122.4173931
2020,Bret Harte,1804,37.72056198,-122.393184855
2020,Buena Vista,1552,37.77056257,-122.44179535
2020,Candlestick Point SRA,317,37.71466446,-122.38895125
2020,Castro,2674,37.76240195,-122.4333717
2020,Cathedral Hill,4454,37.782706655,-122.42350006
2020,Cayuga,2558,37.72034454,-122.44065276500001
2020,Central Waterfront,966,37.749775435000004,-122.38919067
2020,Chinatown,2500,37.79511668,-122.40673349
2020,Civic Center,3811,37.7791748,-122.42
2020,Clarendon Heights,406,37.75648964,-122.44645099
2020,Cole Valley,2149,37.7669538,-122.45018419
2020,Corona Heights,606,37.763214364999996,-122.43643435999999
2020,Cow Hollow,597,37.79836063,-122.44126892
2020,Crocker Amazon,1573,37.71257782,-122.44074113
2020,Diamond Heights,206,37.74363819,-122.43818384
2020,Dogpatch,686,37.76009444,-122.389626255
2020,Dolores Heights,3951,37.75542833,-122.42357384
2020,Downtown / Union Square,1326,37.78863144,-122.40715062999999
2020,Duboce Triangle,3641,37.76851391,-122.43087833
2020,Eureka Valley,1613,37.759374,-122.4385258
2020,Excelsior,4878,37.72131341,-122.4327774
2020,Fairmount,573,37.73927167,-122.42670588
2020,Financial District,1724,37.79223108,-122.40014648
2020,Fisherman's Wharf,815,37.80714997,-122.41545777
2020,Forest Hill,92,37.748368115000005,-122.46217267
2020,Forest Knolls,150,37.756930685,-122.46098536
2020,Glen Park,468,37.734566415,-122.4341583
2020,Golden Gate Heights,1185,37.753135,-122.47300833
2020,Golden Gate Park,1666,37.771542260000004,-122.48419189
2020,Haight Ashbury,3664,37.76988268,-122.44758318000001
2020,Hayes Valley,3486,37.776037145000004,-122.42510986
2020,Holly Park,1451,37.73748256,-122.4238359
2020,Hunters Point,1663,37.72778702,-122.38169098
2020,India Basin,430,37.73366547,-122.37692683
2020,Ingleside,2024,37.721832495,-122.45626557
2020,Ingleside Terraces,216,37.72527313,-122.46629529500001
2020,Inner Richmond,8988,37.780835405,-122.46829224
2020,Inner Sunset,3267,37.76380157,-122.4673123
2020,Japantown,1323,37.78607796,-122.4310379
2020,Laguna Honda,113,37.7453089,-122.457671
2020,Lake Street,643,37.78461933,-122.4792176
2020,Lakeshore,373,37.72958374,-122.49338039
2020,Laurel Heights / Jordan Park,949,37.78382492,-122.45240784
2020,Lincoln Park / Ft. Miley,56,37.784087565,-122.50448234
2020,Little Hollywood,432,37.713044935,-122.399022065
2020,Lone Mountain,1873,37.77961647,-122.45303228
2020,Lower Haight,3786,37.77334185,-122.430266115
2020,Lower Nob Hill,7455,37.78814316,-122.41553643
2020,Lower Pacific Heights,1736,37.78566742,-122.43926239
2020,Marina,3460,37.801578004999996,-122.43648055
2020,McLaren Park,133,37.72265607,-122.41248529
2020,Merced Heights,2041,37.71287078,-122.4665965
2020,Merced Manor,141,37.73239112,-122.4768658
2020,Midtown Terrace,117,37.74825668,-122.44785234
2020,Mint Hill,1315,37.77134323,-122.42476621
2020,Miraloma Park,360,37.742420405000004,-122.45076380500001
2020,Mission,32047,37.75834,-122.41755676
2020,Mission Bay,960,37.77190787,-122.39183807
2020,Mission Dolores,6216,37.76444167,-122.42568503999999
2020,Mission Terrace,2256,37.729181595,-122.43221686
2020,Monterey Heights,7,37.73263246,-122.46142578
2020,Mt. Davidson Manor,158,37.72593493,-122.46230316
2020,Nob Hill,6331,37.79344965,-122.4156047
2020,Noe Valley,2005,37.74902725,-122.42982056
2020,North Beach,4130,37.799933155,-122.40861511
2020,Northern Waterfront,371,37.79995645,-122.4005367
2020,Oceanview,2318,37.714711050000005,-122.45614560499999
2020,Outer Mission,1603,37.71047211,-122.45232391
2020,Outer Richmond,11201,37.77767563,-122.48929702
2020,Outer Sunset,7956,37.7579689,-122.49697425
2020,Pacific Heights,3273,37.79125569,-122.4304322
2020,Panhandle,3284,37.77443586,-122.44377097
2020,Parkmerced,83,37.71484667,-122.47569167
2020,Parkside,2629,37.74257644,-122.487131
2020,Parnassus Heights,606,37.76503642,-122.45444925000001
2020,Peralta Heights,495,37.74742889,-122.40760701
2020,Polk Gulch,3708,37.793425889999995,-122.42108917
2020,Portola,10096,37.72841644,-122.40568254
2020,Potrero Hill,7150,37.753112195,-122.40338132
2020,Presidio Heights,398,37.787537645,-122.45135551
2020,Presidio National Park,72,37.794866639999995,-122.468340215
2020,Presidio Terrace,697,37.78632629,-122.46474933
2020,Produce Market,1390,37.743439565,-122.400028435
2020,Rincon Hill,851,37.78717404,-122.39110742
2020,Russian Hill,4331,37.79955292,-122.415162
2020,Seacliff,229,37.78391662,-122.48928833
2020,Sherwood Forest,99,37.73684667,-122.45416251
2020,Showplace Square,1147,37.76981013,-122.4057907
2020,Silver Terrace,4197,37.736613,-122.39781189
2020,South Beach,741,37.78140608,-122.39238683
2020,South of Market,15244,37.77726716,-122.40940205499999
2020,St. Francis Wood,43,37.73985894,-122.46374512
2020,St. Mary's Park,917,37.73400474,-122.4265753
2020,Stonestown,169,37.72590256,-122.47363295
2020,Sunnydale,299,37.70961761,-122.42017365
2020,Sunnyside,988,37.73000309,-122.4446605
2020,Sutro Heights,795,37.77704239,-122.50935547
2020,Telegraph Hill,618,37.80098724,-122.40498356
2020,Tenderloin,7882,37.78430176,-122.41461963
2020,Treasure Island,16,37.8243176,-122.371993965
2020,Union Street,2465,37.7988728,-122.43202041
2020,University Mound,1243,37.72878265,-122.41873169
2020,Upper Market,836,37.751371975,-122.44307651
2020,Visitacion Valley,2734,37.7125044,-122.40685683000001
2020,West Portal,385,37.74122098,-122.47016185
2020,Western Addition,4035,37.77887624,-122.43847858
2020,Westwood Highlands,14,37.73254585,-122.45529175
2020,Westwood Park,241,37.72438431,-122.45526037
2020,Yerba Buena Island,1,37.81189728,-122.36268616
2021,Alamo Square,1017,37.7757613,-122.434295
2021,Anza Vista,519,37.78091532,-122.44109709
2021,Apparel City,1329,37.73953636,-122.40538155
2021,Aquatic Park / Ft. Mason,307,37.80549622,-122.42324829
2021,Ashbury Heights,487,37.76427167,-122.44733629
2021,Balboa Terrace,32,37.730112105,-122.46671634500001
2021,Bayview,8741,37.73601036,-122.3898915
2021,Bernal Heights,3439,37.74240356,-122.4172835
2021,Bret Harte,1474,37.72079765,-122.39376714
2021,Buena Vista,1408,37.770422964999995,-122.44192884
2021,Candlestick Point SRA,369,37.71116257,-122.38916215
2021,Castro,2716,37.761834379999996,-122.43407511500001
2021,Cathedral Hill,4685,37.78293028,-122.42320558
2021,Cayuga,2249,37.72022049,-122.44107764
2021,Central Waterfront,1141,37.74951511,-122.3888592
2021,Chinatown,2942,37.79528603,-122.406590325
2021,Civic Center,4123,37.77825165,-122.4199459
2021,Clarendon Heights,312,37.75654582,-122.44623196500001
2021,Cole Valley,1301,37.76691375,-122.4499632
2021,Corona Heights,533,37.76296258,-122.43601226
2021,Cow Hollow,584,37.79831593,-122.44206425
2021,Crocker Amazon,1317,37.71199799,-122.44135603
2021,Diamond Heights,210,37.74345109,-122.438039645
2021,Dogpatch,614,37.760323400000004,-122.38970268
2021,Dolores Heights,3550,37.75566897,-122.42288971
2021,Downtown / Union Square,1469,37.7887394,-122.40755289
2021,Duboce Triangle,2517,37.76920772,-122.430666
2021,Eureka Valley,1529,37.75966481,-122.438125
2021,Excelsior,4282,37.72204553,-122.432265065
2021,Fairmount,428,37.739183409999995,-122.427287045
2021,Financial District,1339,37.79239905,-122.39995575
2021,Fisherman's Wharf,1108,37.80716324,-122.41551179
2021,Forest Hill,108,37.748738745,-122.46210496
2021,Forest Knolls,110,37.755707735,-122.45974414
2021,Glen Park,478,37.734462935,-122.43393628999999
2021,Golden Gate Heights,1149,37.75240984,-122.47302778
2021,Golden Gate Park,1571,37.77188492,-122.48003316
2021,Haight Ashbury,3036,37.770086039999995,-122.44758895000001
2021,Hayes Valley,3467,37.77640819,-122.42503577
2021,Holly Park,1288,37.737477760000004,-122.4239111
2021,Hunters Point,3479,37.72733244,-122.38314159
2021,India Basin,385,37.73677349,-122.37811279
2021,Ingleside,1828,37.721851415,-122.45600891
2021,Ingleside Terraces,160,37.725312215,-122.465319975
2021,Inner Richmond,8376,37.780782005000006,-122.46936035
2021,Inner Sunset,3042,37.76375198,-122.46725079
2021,Japantown,1682,37.7859992,-122.43094805
2021,Laguna Honda,95,37.7442948,-122.45697021
2021,Lake Street,700,37.784582605,-122.47883501999999
2021,Lakeshore,444,37.725296035,-122.489571185
2021,Laurel Heights / Jordan Park,940,37.78371272,-122.45122531999999
2021,Lincoln Park / Ft. Miley,40,37.78170395,-122.50037384
2021,Little Hollywood,447,37.7123182,-122.39945967
2021,Lone Mountain,1607,37.78021971,-122.45174469
2021,Lower Haight,3123,37.7733537,-122.4291948
2021,Lower Nob Hill,13381,37.78817842,-122.41617625
2021,Lower Pacific Heights,1753,37.7857934,-122.43877411
2021,Marina,3053,37.8012377,-122.43622779
2021,McLaren Park,98,37.71972719,-122.41327218
2021,Merced Heights,1624,37.714209415,-122.46641771
2021,Merced Manor,152,37.73235321,-122.47462455499999
2021,Midtown Terrace,110,37.748325550000004,-122.450133885
2021,Mint Hill,882,37.77159367,-122.42486195500001
2021,Miraloma Park,241,37.74034834,-122.45017242
2021,Mission,40623,37.75747563,-122.41907439
2021,Mission Bay,840,37.772010885,-122.39183807
2021,Mission Dolores,5123,37.7632828,-122.42509602
2021,Mission Terrace,2263,37.72928238,-122.43222635
2021,Monterey Heights,19,37.73278046,-122.46166167
2021,Mt. Davidson Manor,180,37.72588539,-122.46163064
2021,Nob Hill,5454,37.793074794999995,-122.415932445
2021,Noe Valley,2244,37.749447495,-122.42979485000001
2021,North Beach,3476,37.799818605,-122.40855583999999
2021,Northern Waterfront,404,37.7998342,-122.40057373
2021,Oceanview,2021,37.71490479,-122.45608267
2021,Outer Mission,1392,37.71057174,-122.4519577
2021,Outer Richmond,8560,37.77948328,-122.48777435
2021,Outer Sunset,7845,37.75759209,-122.498319
2021,Pacific Heights,2872,37.791783644999995,-122.42972624999999
2021,Panhandle,2293,37.77430939,-122.4437589
2021,Parkmerced,74,37.71469498,-122.47563961
2021,Parkside,2643,37.74250014,-122.48748951
2021,Parnassus Heights,394,37.76493073,-122.45438539
2021,Peralta Heights,370,37.7476288,-122.40738678
2021,Polk Gulch,3960,37.79320145,-122.42118066500001
2021,Portola,9849,37.72772117,-122.40533385
